num_particles,compute_forces,move_count,exclusive_scan,bin_bucketing,repacking
1000,0.0173595,0.012321366666666667,0.0187092,0.0347154,0.010558026666666666
5000,0.019524700000000002,0.012962166666666669,0.019352533333333335,0.037304333333333335,0.011212833333333333
10000,0.018734566666666664,0.012533533333333334,0.0193141,0.03640563333333333,0.010871666666666667
50000,0.0208274,0.013839633333333332,0.0228759,0.04109496666666667,0.017639733333333334
100000,0.024936333333333335,0.015823233333333332,0.02416626666666667,0.04723713333333333,0.02742
500000,0.09527776666666667,0.047550866666666664,0.03175529999999999,0.15682300000000002,0.146147
1000000,0.17288533333333334,0.10326666666666666,0.5701106666666668,0.274847,0.317266
5000000,0.7702063333333333,0.5099666666666667,1.0782233333333333,1.1487533333333333,1.8032899999999998
10000000,1.51911,1.0179900000000002,1.400695,2.2196949999999998,3.6690449999999997
