num_particles,compute_forces,move_gpu,count_particles,exclusive_scan,sort
1000,0.02089183333333333,0.010336833333333332,0.011804833333333334,0.019290733333333334,0.04478893333333333
5000,0.0224275,0.010647666666666666,0.012159999999999999,0.0193907,0.0927852
10000,0.02260166666666667,0.010677366666666667,0.012246266666666667,0.019468700000000002,0.09559866666666667
50000,0.027399166666666665,0.017364066666666664,0.014378933333333335,0.0229388,0.10584433333333333
100000,0.03738426666666667,0.02558123333333333,0.016343166666666662,0.02404466666666667,0.11134133333333333
500000,0.17816600000000002,0.09345176666666666,0.0341227,0.03422593333333333,0.43434333333333336
1000000,0.3839046666666667,0.20860233333333333,0.08584313333333334,0.32980633333333337,0.4097383333333333
5000000,2.1734366666666665,1.4455799999999999,0.9464433333333333,0.7515890000000001,0.956058
10000000,4.375845,2.991125,2.076845,1.09562,1.36498
